length is 5976
1.01533e-05, 7.93085e-06 , 0.00193371
-8.08339e-05, -4.67327e-05 , 0.00168601
-7.44696e-05, -7.75285e-05 , 0.00175605
1.19994e-05, -4.05442e-05 , 0.00184715
-4.29441e-05, -3.65585e-05 , 0.00183247
1.7316e-05, -9.00447e-05 , 0.00185912
-1.18116e-05, -2.82491e-05 , 0.00184268
8.99438e-06, -3.67493e-05 , 0.00183234
2.13261e-06, -6.4627e-05 , 0.00181624
-1.42659e-05, -1.95419e-05 , 0.00183357
-1.24542e-05, -5.36364e-05 , 0.00181824
-4.3629e-05, -6.04852e-05 , 0.00183597
1.99296e-07, 0.000126012 , 0.00183305
3.15734e-05, 9.39834e-05 , 0.00184956
-2.41708e-05, 7.87373e-05 , 0.00188846
3.26764e-05, 7.59996e-05 , 0.00192358
6.91719e-05, 0.000109971 , 0.00198433
5.12856e-06, 3.5593e-05 , 0.00200576
4.85689e-05, 4.41748e-05 , 0.00197053
-1.46564e-05, 8.92252e-05 , 0.00191237
-3.2093e-05, 0.000113634 , 0.00191684
1.38562e-05, 7.33149e-05 , 0.00197894
0.000145553, -2.82797e-05 , 0.00117665
-7.95508e-05, -0.00013251 , 0.00109948
-0.000183883, -0.00031372 , 0.00102983
0.000321575, -2.06381e-05 , 0.00111838
0.000581929, 0.000177175 , 0.00106113
0.000201052, 7.10585e-05 , 0.00107706
0.000218324, 6.23351e-05 , 0.0010649
-0.000128292, -0.000675898 , 0.001128
-0.000583071, -0.00147777 , 0.00112258
-9.73427e-05, -2.65308e-05 , 0.00095487
0.00050812, 0.000321644 , 0.000966421
-6.39944e-05, 0.000810584 , 0.00115908
-0.000833931, -0.00024646 , 0.00116683
-0.000748292, -0.00097485 , 0.00114982
-0.000428787, -0.000279271 , 0.00186995
-0.00024983, 0.000480979 , 0.00213979
-0.000545009, 0.00174422 , 0.00219694
-0.000860394, 0.00211374 , 0.00425077
0.00188748, 0.00500062 , 0.0108807
0.00342973, 0.009785 , 0.0146581
-0.000845565, 0.0151848 , 0.015167
-0.00661109, 0.0202119 , 0.01611
-0.0131183, 0.0222871 , 0.0205029
-0.0169661, 0.0225658 , 0.0291833
-0.0216443, 0.0217636 , 0.0401249
-0.0259697, 0.0250122 , 0.0526441
-0.0292791, 0.0301455 , 0.0664234
-0.0381105, 0.0401737 , 0.0880146
-0.0466477, 0.0466642 , 0.102569
-0.0560068, 0.0525462 , 0.119529
-0.066379, 0.0594593 , 0.139439
-0.0794236, 0.06519 , 0.162516
-0.101029, 0.0768642 , 0.202191
-0.116679, 0.0871347 , 0.232192
-0.133969, 0.0966314 , 0.263865
-0.1515, 0.105288 , 0.295706
-0.171638, 0.112016 , 0.326665
-0.192951, 0.122714 , 0.355722
-0.223457, 0.13726 , 0.395628
-0.243942, 0.146349 , 0.419554
-0.268528, 0.156344 , 0.441534
-0.292907, 0.165276 , 0.461942
-0.317365, 0.172922 , 0.481763
-0.354319, 0.180133 , 0.509502
-0.375348, 0.189806 , 0.525828
-0.40568, 0.202071 , 0.545814
-0.43288, 0.211889 , 0.559475
-0.453866, 0.221953 , 0.565338
-0.487855, 0.231201 , 0.570908
-0.511924, 0.229832 , 0.57563
-0.529724, 0.229399 , 0.579339
-0.568874, 0.227305 , 0.585901
-0.600363, 0.227905 , 0.595236
-0.617485, 0.230836 , 0.603427
-0.638675, 0.235687 , 0.619078
-0.647871, 0.238288 , 0.629076
-0.658402, 0.238859 , 0.636138
-0.675573, 0.237884 , 0.645125
-0.684935, 0.236313 , 0.649739
-0.704761, 0.234304 , 0.653383
-0.714802, 0.233376 , 0.653729
-0.727787, 0.234923 , 0.653349
-0.741908, 0.237237 , 0.65293
-0.762033, 0.237864 , 0.652074
-0.7914, 0.236256 , 0.649089
-0.813152, 0.234284 , 0.644556
-0.850111, 0.224303 , 0.634279
-0.887072, 0.21378 , 0.623929
-0.911304, 0.210115 , 0.619319
-0.950065, 0.208635 , 0.613436
-0.979024, 0.208272 , 0.608204
-0.997909, 0.209134 , 0.607007
-1.0234, 0.212925 , 0.609289
-1.04666, 0.21689 , 0.613658
-1.05991, 0.221578 , 0.618064
-1.08217, 0.225372 , 0.626122
-1.10966, 0.226889 , 0.63026
-1.12704, 0.227644 , 0.630279
-1.15824, 0.225737 , 0.628371
-1.18809, 0.224406 , 0.624667
-1.20905, 0.221288 , 0.620773
-1.22976, 0.217735 , 0.616537
-1.25257, 0.211839 , 0.612512
-1.28979, 0.202141 , 0.604255
-1.32534, 0.196158 , 0.598088
-1.34839, 0.191154 , 0.595884
-1.37974, 0.180093 , 0.594117
-1.40705, 0.168649 , 0.592592
-1.42257, 0.161907 , 0.592209
-1.448, 0.149188 , 0.594185
-1.46659, 0.137832 , 0.597658
-1.47444, 0.129611 , 0.600052
-1.48364, 0.116434 , 0.60537
-1.49213, 0.100513 , 0.606868
-1.49749, 0.0902422 , 0.604893
-1.50604, 0.0761327 , 0.600108
-1.51377, 0.0632988 , 0.593874
-1.51949, 0.0547966 , 0.590138
-1.52874, 0.0414809 , 0.584896
-1.53988, 0.0252431 , 0.578708
-1.54776, 0.0145928 , 0.57408
-1.56323, -0.00479069 , 0.566454
-1.57531, -0.0252758 , 0.55636
-1.58925, -0.0584698 , 0.536843
-1.59521, -0.0776461 , 0.524588
-1.60516, -0.111466 , 0.501805
-1.6106, -0.146417 , 0.472497
-1.60992, -0.167874 , 0.449834
-1.6074, -0.19813 , 0.417872
-1.59486, -0.233677 , 0.379548
-1.58004, -0.256632 , 0.350583
-1.56932, -0.269845 , 0.330774
-1.55584, -0.289228 , 0.303346
-1.54269, -0.302748 , 0.28426
-1.51903, -0.322206 , 0.261187
-1.5079, -0.331362 , 0.248519
-1.49284, -0.350845 , 0.228463
-1.48153, -0.372974 , 0.208893
-1.46556, -0.405938 , 0.180872
-1.45863, -0.422299 , 0.166206
-1.44918, -0.447343 , 0.144387
-1.44342, -0.462254 , 0.131267
-1.43932, -0.477738 , 0.119896
-1.43626, -0.489914 , 0.110363
-1.43431, -0.500121 , 0.10225
-1.43345, -0.508315 , 0.0952891
-1.43328, -0.514156 , 0.0901878
-1.43543, -0.519281 , 0.087781
-1.43858, -0.520109 , 0.0893703
-1.4431, -0.519886 , 0.0927738
-1.4484, -0.518568 , 0.0976852
-1.4525, -0.515869 , 0.104234
-1.46374, -0.507703 , 0.117756
-1.47348, -0.499352 , 0.129513
-1.48213, -0.48833 , 0.143086
-1.49087, -0.474905 , 0.158066
-1.50017, -0.458846 , 0.17388
-1.50769, -0.438984 , 0.190331
-1.51702, -0.416918 , 0.208632
-1.52665, -0.393359 , 0.227903
-1.53985, -0.355895 , 0.258841
-1.54911, -0.331193 , 0.278138
-1.55681, -0.309732 , 0.294867
-1.5644, -0.289839 , 0.309523
-1.57224, -0.271692 , 0.322568
-1.57933, -0.255723 , 0.333198
-1.58471, -0.242337 , 0.341283
-1.5925, -0.221259 , 0.349802
-1.59763, -0.205761 , 0.356326
-1.60133, -0.187209 , 0.365551
-1.60701, -0.167348 , 0.376648
-1.61089, -0.145666 , 0.388548
-1.61416, -0.120438 , 0.401878
-1.61865, -0.0762111 , 0.425873
-1.62134, -0.0424321 , 0.444635
-1.62354, -0.0074561 , 0.464451
-1.62647, 0.0287017 , 0.48394
-1.62734, 0.0623518 , 0.503882
-1.63152, 0.112938 , 0.535962
-1.63577, 0.146558 , 0.556742
